Competencia;Clase
Supervisar la selección, formación y rendimiento de los trabajadores y contratistas de acuicultura o pesca;Específicas
Supervisar la selección, formación y rendimiento del personal;Sistémicas
Supervisar la selección, formación y rendimiento del personal y los subcontratistas;Sistémicas
Supervisar la selección, la formación y el rendimiento de trabajadores y contratistas;Específicas
Supervisar la selección, la formación y el rendimiento del personal de toda la empresa u organización;Instrumentales
Supervisar las actividades de contabilidad y compras;Sistémicas
Supervisar las actividades de los trabajadores de los oficios de la construcción, los peones y otros trabajadores de la construcción;Específicas
Supervisar las decisiones de concesión de créditos;Interpersonales
Supervisar las obras de construcción o rehabilitación para garantizar el cumplimiento de las especificaciones y las normas de calidad;Sistémicas
Supervisar las obras de construcción y coordinar el trabajo con otros proyectos de construcción;Sistémicas
Supervisar los cambios en las necesidades de los clientes y la actividad de la competencia, e informar de ello a la dirección de ventas;Sistémicas
Supervisar los dispositivos de seguridad y el mantenimiento de jardines y propiedades;Sistémicas
Supervisar los entornos para mantener o mejorar las condiciones de la vida acuática  dirigir y supervisar la captura y el desove de peces, la incubación de huevos y la cría de alevines, aplicando conocimientos de gestión y técnicas de cultivo de peces;Sistémicas
Supervisar los informes actuales sobre virus informáticos para determinar cuándo actualizar los sistemas de protección contra virus;Instrumentales
Supervisar técnicamente la fabricación, utilización, mantenimiento y reparación de sistemas de telecomunicaciones;Instrumentales
Supervisar y analizar las tendencias del mercado y otros factores que afectan a la oferta y la demanda de materias primas y servicios de transporte;Interpersonales
Supervisar y analizar las tendencias y condiciones del mercado;Interpersonales
Supervisar y coordinar la provisión de cuidados a los niños en centros de atención preescolar, extraescolar, diurna y vacacional;Específicas
Supervisar y evaluar el rendimiento de la organización o empresa;Instrumentales
Supervisar y evaluar el rendimiento de la organización o empresa en relación con los objetivos y políticas establecidos;Interpersonales
Supervisar y evaluar el rendimiento de la organización o empresa y de su personal;Instrumentales
Supervisar y evaluar los recursos dedicados a la prestación de servicios;Sistémicas
Supervisar y evaluar los recursos dedicados a la prestación de servicios de bienestar, vivienda y otros servicios sociales;Sistémicas
Supervisar y realizar una evaluación y valoración continuas de la calidad y eficacia de la formación interna y externa, y revisar y modificar los objetivos, métodos y resultados de los cursos;Sistémicas
Supervisar y revisar los sistemas de almacenamiento e inventario para cumplir los requisitos de suministro y controlar los niveles de existencias;Instrumentales
Supervisar, controlar y vigilar el funcionamiento de los sistemas de generación, transmisión y distribución de energía eléctrica;Sistémicas
Supervisión de la adquisición e instalación de nuevas plantas y equipos;Instrumentales
Supervisión de la construcción de estructuras, sistemas de suministro y transporte de agua y gas, y fabricación, instalación, funcionamiento y mantenimiento de equipos, máquinas y plantas;Específicas
Supervisión de la selección, el desarrollo y el rendimiento del personal;Interpersonales
Supervisión de la selección, formación y rendimiento del personal;Instrumentales
Supervisión de operarios de planta y de máquinas, montadores y otros trabajadores;Interpersonales
Supervisión e inspección de equipos y sistemas para detectar fallos de funcionamiento;Específicas
Taking dictation and recording other matter in shorthand;Básicas
Tasar y adquirir materiales de archivo para crear y desarrollar una colección de archivos con fines de investigación;Específicas
Toma de lecturas de gráficos, medidores y medidores a intervalos establecidos;Específicas
Tomar actas de procedimientos en taquigrafía rápida utilizando equipos informáticos y máquinas de taquigrafía;Instrumentales
Tomar fotografías de retrato de personas y grupos de personas;Sistémicas
Tomar fotografías para publicidad u otros fines comerciales, industriales o científicos y para ilustrar historias y artículos en periódicos, revistas y otras publicaciones;Sistémicas
Tomar reservas, saludar a los clientes y ayudar en la toma de pedidos;Interpersonales
Topografía terrestre y marítima y elaboración de mapas;Instrumentales
Topografía, medición y descripción de superficies terrestres, minas, superficies subterráneas, lechos marinos, fluviales y lacustres;Instrumentales
Tramitar la correspondencia ordinaria por iniciativa propia;Interpersonales
Transcribing information recorded in shorthand and on sound recording equipmen;Instrumentales
Transcribir información grabada en taquigrafía y en equipos de grabación de sonido, y corregir y corregir copias;Instrumentales
Tratar la correspondencia rutinaria por iniciativa propia;Interpersonales
Typing written material from rough drafts, corrected copies, voice recordings or shorthand using a computer, word processor or typewriter;Instrumentales
Unión de cables eléctricos;Interpersonales
Unión de cables eléctricos, de telecomunicaciones y de datos;Interpersonales
Usar varios paquetes de software de computadora, incluidas hojas de cálculo, para brindar apoyo administrativo;Interpersonales
Utilización de microorganismos para convertir sustancias en nuevos compuestos;Sistémicas
Utilización de terapias a base de plantas y otras terapias basadas en teorías, creencias y experiencias originarias de culturas específicas;Específicas
Utilizar diversos programas de teledetección para investigar y medir las fuerzas sísmicas, gravitatorias, eléctricas, térmicas y magnéticas que afectan a la tierra;Instrumentales
Utilizar el aerógrafo, el ordenador u otras técnicas para crear el efecto visual deseado;Instrumentales
Utilizar paquetes de programas informáticos estándar para realizar cálculos contables y relacionados;Sistémicas
Utilizar paquetes informáticos estándar para realizar cálculos matemáticos, actuariales, estadísticos, contables y afines;Específicas
Utilizar programas informáticos estándar para realizar cálculos matemáticos, actuariales, estadísticos, contables y afines;Específicas
Utilizar sistemas de registro para realizar un seguimiento de todos los movimientos de mercancías y garantizar la reposición de pedidos y existencias en los momentos óptimos;Sistémicas
Vender equipos técnicos, suministros y servicios relacionados a establecimientos comerciales o particulares;Instrumentales
Vender equipos, suministros y servicios relacionados a establecimientos comerciales o particulares;Instrumentales
Vender mediante subasta diversos tipos de propiedades, automóviles, mercancías, ganado, arte, joyas y otros objetos;Específicas
Vender mediante subasta diversos tipos de propiedades, coches, mercancías, ganado, arte, joyas y otros objetos.  organizar viajes en grupo para viajes de negocios o de vacaciones y hacer reservas masivas de viajes y alojamiento;Específicas
Vender y comprar instrumentos financieros;Sistémicas
Verificación de cifras, anuncios y documentos para verificar la entrada correcta, la precisión matemática y los códigos apropiados;Instrumentales
Verificar la asistencia, las horas trabajadas y los ajustes de pago, y publicar la información en los registros designado;Específicas
Verificar la documentación de viaje y registrar a los pasajeros y el equipaje en el momento del check-in y la salida;Específicas
Verificar la exactitud de los documentos y registros relativos a pagos, ingresos y otras transacciones financieras;Instrumentales
Verificar la exactitud e integridad de los datos y corregir los datos ingresados, si es necesario;Instrumentales
Verificar que los programas funcionan de acuerdo con los requisitos del usuario y las directrices establecidas;Instrumentales
Verificar, formatear y transcribir correspondencia, actas e informes dictados, documentos electrónicos o borradores escritos para cumplir con los estándares de la oficina, usando máquina de escribir, computadora personal u otro equipo de procesamiento de textos;Específicas
Verificar, formatear y transcribir correspondencia, actas e informes dictados, documentos electrónicos o borradores escritos para cumplir con los estándares de la oficina, utilizando máquinas de escribir, computadoras personales u otros equipos de procesamiento de textos;Específicas
Vigilar, supervisar y coordinar las actividades de comerciantes, técnicos de control de procesos, operarios de maquinaria, montadores, peones y otros trabajadores;Específicas
Visitar empresas clientes habituales y potenciales para establecer y aprovechar oportunidades de venta;Interpersonales
Visitar las empresas clientes habituales y potenciales para establecer y aprovechar las oportunidades de marketing;Interpersonales
Y asesorar sobre estos conocimientos o aplicarlos en campos como la industria manufacturera, la agricultura, la medicina, la navegación, la exploración espacial, la explotación de petróleo, gas, agua y minerales, las telecomunicaciones y otros servicios, o la ingeniería civil;Específicas
Y proyectos de recuperación de terrenos;Instrumentales
Y realizar operaciones de copia de seguridad y recuperación del servidor web;Sistémicas
